PerceptionValue,MaxSpeed,Layout,GroupsStart,GroupsX1,GroupsX2,GroupsEnd
3.0,1.5,20260908_013309_layout_09,2,1,1,1
3.0,1.5,20260908_013309_layout_10,2,2,2,2
3.0,1.5,20260908_013309_layout_11,3,2,2,1
3.0,1.5,20260908_013309_layout_12,1,2,2,3
3.0,1.5,20260908_013309_layout_13,2,1,1,1
3.0,1.5,20260908_013309_layout_14,5,2,2,2
3.0,1.5,20260908_013309_layout_15,3,1,1,1
3.0,1.5,20260908_013309_layout_16,4,1,1,1
3.0,1.5,20260908_013309_layout_17,4,2,2,2
3.0,1.5,20260908_013309_layout_18,3,1,1,2
3.0,1.5,20260908_013309_layout_19,3,1,1,1
3.0,1.5,20260908_013309_layout_20,3,1,1,1
3.0,1.5,20260908_013309_layout_21,5,2,2,2
3.0,1.5,20260908_013309_layout_22,2,2,2,2
3.0,1.5,20260908_013309_layout_23,3,1,1,1
3.0,1.5,20260908_013309_layout_24,5,1,1,1
3.0,1.5,20260908_013309_layout_25,4,1,1,1
3.0,1.5,20260908_013309_layout_26,2,3,3,2
3.0,1.5,20260908_013309_layout_27,4,2,2,2
3.0,1.5,20260908_013309_layout_28,5,1,1,2
3.0,1.5,20260908_013309_layout_29,3,2,2,2
3.0,1.5,20260908_013309_layout_30,3,2,2,1
3.0,1.5,20260908_013309_layout_31,2,2,2,2
3.0,1.5,20260908_013309_layout_32,4,2,2,2
3.0,1.5,20260908_013309_layout_33,2,1,1,1
3.0,1.5,20260908_013309_layout_34,3,2,2,4
3.0,1.5,20260908_013309_layout_35,3,2,2,2
3.0,1.5,20260908_013309_layout_36,1,1,1,1
3.0,1.5,20260908_013309_layout_37,1,2,2,2
3.0,1.5,20260908_013309_layout_38,4,2,2,2
3.0,1.5,20260908_013309_layout_39,2,1,1,1
3.0,3.0,20260908_013309_layout_00,2,1,1,2
3.0,3.0,20260908_013309_layout_01,3,1,1,3
3.0,3.0,20260908_013309_layout_02,5,1,2,2
3.0,3.0,20260908_013309_layout_03,2,4,4,2
3.0,3.0,20260908_013309_layout_04,3,1,2,2
3.0,3.0,20260908_013309_layout_05,1,1,1,1
3.0,3.0,20260908_013309_layout_06,2,1,1,1
3.0,3.0,20260908_013309_layout_07,3,2,2,2
3.0,3.0,20260908_013309_layout_08,2,3,4,2
3.0,3.0,20260908_013309_layout_09,2,1,1,1
3.0,3.0,20260908_013309_layout_10,2,2,2,1
3.0,3.0,20260908_013309_layout_11,2,2,2,2
3.0,3.0,20260908_013309_layout_12,1,2,2,2
3.0,3.0,20260908_013309_layout_13,2,2,2,1
3.0,3.0,20260908_013309_layout_14,3,3,3,5
3.0,3.0,20260908_013309_layout_15,3,2,2,2
3.0,3.0,20260908_013309_layout_16,4,2,2,1
3.0,3.0,20260908_013309_layout_17,3,3,3,1
3.0,3.0,20260908_013309_layout_18,2,3,3,3
3.0,3.0,20260908_013309_layout_19,3,1,1,1
3.0,3.0,20260908_013309_layout_20,3,1,1,2
3.0,3.0,20260908_013309_layout_21,4,2,2,2
3.0,3.0,20260908_013309_layout_22,2,2,2,2
3.0,3.0,20260908_013309_layout_23,2,2,2,4
3.0,3.0,20260908_013309_layout_24,2,1,1,1
3.0,3.0,20260908_013309_layout_25,2,2,1,1
3.0,3.0,20260908_013309_layout_26,2,5,5,2
3.0,3.0,20260908_013309_layout_27,3,2,2,2
3.0,3.0,20260908_013309_layout_28,3,1,1,5
3.0,3.0,20260908_013309_layout_29,2,2,2,2
3.0,3.0,20260908_013309_layout_30,3,2,3,3
3.0,3.0,20260908_013309_layout_31,2,2,2,5
3.0,3.0,20260908_013309_layout_32,4,4,4,1
3.0,3.0,20260908_013309_layout_33,2,1,1,1
3.0,3.0,20260908_013309_layout_34,3,2,2,2
3.0,3.0,20260908_013309_layout_35,2,2,2,2
3.0,3.0,20260908_013309_layout_36,1,1,1,1
3.0,3.0,20260908_013309_layout_37,1,5,5,1
3.0,3.0,20260908_013309_layout_38,2,2,2,2
3.0,3.0,20260908_013309_layout_39,1,3,3,1
3.5,1.5,20260908_013309_layout_00,1,1,1,2
3.5,1.5,20260908_013309_layout_01,3,1,1,2
3.5,1.5,20260908_013309_layout_02,6,2,2,2
3.5,1.5,20260908_013309_layout_03,2,1,1,2
3.5,1.5,20260908_013309_layout_04,3,2,1,1
3.5,1.5,20260908_013309_layout_05,1,1,1,1
3.5,1.5,20260908_013309_layout_06,2,1,1,1
3.5,1.5,20260908_013309_layout_07,3,1,1,1
3.5,1.5,20260908_013309_layout_08,2,2,2,2
3.5,1.5,20260908_013309_layout_09,2,1,1,1
3.5,1.5,20260908_013309_layout_10,2,2,2,1
3.5,1.5,20260908_013309_layout_11,3,2,2,3
3.5,1.5,20260908_013309_layout_12,1,2,2,2
3.5,1.5,20260908_013309_layout_13,2,1,1,1
3.5,1.5,20260908_013309_layout_14,5,1,1,1
3.5,1.5,20260908_013309_layout_15,4,1,1,1
3.5,1.5,20260908_013309_layout_16,4,2,1,1
3.5,1.5,20260908_013309_layout_17,3,2,2,2
3.5,1.5,20260908_013309_layout_18,2,3,3,2
3.5,1.5,20260908_013309_layout_19,3,1,1,1
3.5,1.5,20260908_013309_layout_20,3,2,2,1
3.5,1.5,20260908_013309_layout_21,5,2,2,2
3.5,1.5,20260908_013309_layout_22,2,2,2,4
3.5,1.5,20260908_013309_layout_23,3,2,2,4
3.5,1.5,20260908_013309_layout_24,2,2,2,2
3.5,1.5,20260908_013309_layout_25,2,1,1,1
3.5,1.5,20260908_013309_layout_26,2,1,1,1
3.5,1.5,20260908_013309_layout_27,4,2,2,2
3.5,1.5,20260908_013309_layout_28,4,1,1,1
3.5,1.5,20260908_013309_layout_29,3,2,2,2
3.5,1.5,20260908_013309_layout_30,3,1,1,1
3.5,1.5,20260908_013309_layout_31,2,2,2,2
3.5,1.5,20260908_013309_layout_32,4,2,2,2
3.5,1.5,20260908_013309_layout_33,3,1,1,1
3.5,1.5,20260908_013309_layout_34,3,2,1,1
3.5,1.5,20260908_013309_layout_35,3,2,2,2
3.5,1.5,20260908_013309_layout_36,3,1,1,1
3.5,1.5,20260908_013309_layout_37,1,1,1,1
3.5,1.5,20260908_013309_layout_38,5,2,2,2
3.5,1.5,20260908_013309_layout_39,2,1,1,1
3.5,3.0,20260908_013309_layout_00,1,1,1,1
3.5,3.0,20260908_013309_layout_01,3,1,1,1
3.5,3.0,20260908_013309_layout_02,4,1,1,1
3.5,3.0,20260908_013309_layout_03,2,1,1,2
3.5,3.0,20260908_013309_layout_04,2,1,1,1
3.5,3.0,20260908_013309_layout_05,1,1,1,1
3.5,3.0,20260908_013309_layout_06,2,1,1,1
3.5,3.0,20260908_013309_layout_07,3,1,1,1
3.5,3.0,20260908_013309_layout_08,2,1,1,1
3.5,3.0,20260908_013309_layout_09,1,1,1,2
3.5,3.0,20260908_013309_layout_10,2,2,2,2
3.5,3.0,20260908_013309_layout_11,2,2,2,1
3.5,3.0,20260908_013309_layout_12,1,2,2,2
3.5,3.0,20260908_013309_layout_13,2,1,1,1
3.5,3.0,20260908_013309_layout_14,3,1,1,1
3.5,3.0,20260908_013309_layout_15,3,1,1,1
3.5,3.0,20260908_013309_layout_16,4,1,1,1
3.5,3.0,20260908_013309_layout_17,3,2,3,1
3.5,3.0,20260908_013309_layout_18,2,2,2,2
3.5,3.0,20260908_013309_layout_19,2,1,1,2
3.5,3.0,20260908_013309_layout_20,1,1,1,1
3.5,3.0,20260908_013309_layout_21,4,2,2,3
3.5,3.0,20260908_013309_layout_22,2,2,2,4
3.5,3.0,20260908_013309_layout_23,2,2,2,2
3.5,3.0,20260908_013309_layout_24,1,2,2,1
3.5,3.0,20260908_013309_layout_25,1,2,2,1
3.5,3.0,20260908_013309_layout_26,2,3,3,2
3.5,3.0,20260908_013309_layout_27,3,2,2,2
3.5,3.0,20260908_013309_layout_28,4,3,3,1
3.5,3.0,20260908_013309_layout_29,2,3,2,1
3.5,3.0,20260908_013309_layout_30,3,2,2,2
3.5,3.0,20260908_013309_layout_31,2,2,2,1
3.5,3.0,20260908_013309_layout_32,3,2,2,2
3.5,3.0,20260908_013309_layout_33,2,1,1,1
3.5,3.0,20260908_013309_layout_34,3,1,1,1
3.5,3.0,20260908_013309_layout_35,3,1,1,1
3.5,3.0,20260908_013309_layout_36,1,1,1,1
3.5,3.0,20260908_013309_layout_37,1,2,2,1
3.5,3.0,20260908_013309_layout_38,2,2,2,2
3.5,3.0,20260908_013309_layout_39,1,1,1,1
4.0,1.5,20260908_013309_layout_00,1,1,1,1
4.0,1.5,20260908_013309_layout_01,3,1,1,1
4.0,1.5,20260908_013309_layout_02,6,1,1,1
4.0,1.5,20260908_013309_layout_03,2,1,1,1
4.0,1.5,20260908_013309_layout_04,3,1,1,1
4.0,1.5,20260908_013309_layout_05,1,1,1,1
4.0,1.5,20260908_013309_layout_06,2,1,1,1
4.0,1.5,20260908_013309_layout_07,3,1,1,1
4.0,1.5,20260908_013309_layout_08,2,1,1,1
4.0,1.5,20260908_013309_layout_09,2,1,1,1
4.0,1.5,20260908_013309_layout_10,3,2,3,2
4.0,1.5,20260908_013309_layout_11,3,1,1,2
4.0,1.5,20260908_013309_layout_12,1,1,1,1
4.0,1.5,20260908_013309_layout_13,2,1,1,2
4.0,1.5,20260908_013309_layout_14,2,1,1,2
4.0,1.5,20260908_013309_layout_15,4,2,2,1
4.0,1.5,20260908_013309_layout_16,4,1,1,1
4.0,1.5,20260908_013309_layout_17,3,2,2,2
4.0,1.5,20260908_013309_layout_18,3,1,1,1
4.0,1.5,20260908_013309_layout_19,2,1,1,1
4.0,1.5,20260908_013309_layout_20,2,1,1,1
4.0,1.5,20260908_013309_layout_21,4,1,1,1
4.0,1.5,20260908_013309_layout_22,2,2,2,2
4.0,1.5,20260908_013309_layout_23,2,1,1,1
4.0,1.5,20260908_013309_layout_24,2,1,1,1
4.0,1.5,20260908_013309_layout_25,1,1,1,1
4.0,1.5,20260908_013309_layout_26,2,1,1,1
4.0,1.5,20260908_013309_layout_27,4,1,1,1
4.0,1.5,20260908_013309_layout_28,4,1,1,1
4.0,1.5,20260908_013309_layout_29,3,1,1,1
4.0,1.5,20260908_013309_layout_30,2,1,1,1
4.0,1.5,20260908_013309_layout_31,3,1,1,1
4.0,1.5,20260908_013309_layout_32,4,1,1,1
4.0,1.5,20260908_013309_layout_33,2,1,1,1
4.0,1.5,20260908_013309_layout_34,3,2,2,2
4.0,1.5,20260908_013309_layout_35,3,1,1,1
4.0,1.5,20260908_013309_layout_36,3,1,1,1
4.0,1.5,20260908_013309_layout_37,2,1,1,1
4.0,1.5,20260908_013309_layout_38,5,2,2,2
4.0,1.5,20260908_013309_layout_39,1,1,1,2
4.0,3.0,20260908_013309_layout_00,1,1,1,1
4.0,3.0,20260908_013309_layout_01,3,1,1,2
4.0,3.0,20260908_013309_layout_02,4,2,1,1
4.0,3.0,20260908_013309_layout_03,1,1,1,1
4.0,3.0,20260908_013309_layout_04,2,1,1,1
4.0,3.0,20260908_013309_layout_05,1,1,1,1
4.0,3.0,20260908_013309_layout_06,1,1,1,1
4.0,3.0,20260908_013309_layout_07,3,2,2,2
4.0,3.0,20260908_013309_layout_08,2,1,1,1
4.0,3.0,20260908_013309_layout_09,1,1,1,1
4.0,3.0,20260908_013309_layout_10,2,2,2,1
4.0,3.0,20260908_013309_layout_11,2,1,1,1
4.0,3.0,20260908_013309_layout_12,1,1,1,1
4.0,3.0,20260908_013309_layout_13,1,1,1,1
4.0,3.0,20260908_013309_layout_14,2,2,2,2
4.0,3.0,20260908_013309_layout_15,3,1,1,2
4.0,3.0,20260908_013309_layout_16,4,1,1,1
4.0,3.0,20260908_013309_layout_17,3,2,2,2
4.0,3.0,20260908_013309_layout_18,2,1,1,1
4.0,3.0,20260908_013309_layout_19,2,1,1,1
4.0,3.0,20260908_013309_layout_20,1,1,1,1
4.0,3.0,20260908_013309_layout_21,3,1,1,1
4.0,3.0,20260908_013309_layout_22,2,1,1,1
4.0,3.0,20260908_013309_layout_23,2,1,1,1
4.0,3.0,20260908_013309_layout_24,1,1,1,1
4.0,3.0,20260908_013309_layout_25,1,2,2,1
4.0,3.0,20260908_013309_layout_26,2,2,2,1
4.0,3.0,20260908_013309_layout_27,3,2,1,1
4.0,3.0,20260908_013309_layout_28,2,1,1,1
4.0,3.0,20260908_013309_layout_29,2,1,1,1
4.0,3.0,20260908_013309_layout_30,1,1,1,1
4.0,3.0,20260908_013309_layout_31,1,1,1,1
4.0,3.0,20260908_013309_layout_32,2,1,1,1
4.0,3.0,20260908_013309_layout_33,1,1,1,1
4.0,3.0,20260908_013309_layout_34,3,1,1,1
4.0,3.0,20260908_013309_layout_35,2,1,1,1
4.0,3.0,20260908_013309_layout_36,1,1,1,1
4.0,3.0,20260908_013309_layout_37,1,1,1,1
4.0,3.0,20260908_013309_layout_38,2,1,1,1
4.0,3.0,20260908_013309_layout_39,1,2,2,1
